continuous,0.50900016828948902
prior,0.52202485006631005
overlap,0.53685788802903844
dimension,0.56306368438207133
joint,0.57266053604907352
alongside,0.57403393724700069
dispose,0.58038272366829669
fitting,0.59248328493025171
align,0.60224946157336345
imprint,0.60325641935479091
butt,0.60662126336687483
opaque,0.61216093533140914
boundary,0.6231471463945667
adhere,0.63944895817973235
expose,0.65677905984597862
adjacent,0.66708328912155856
length,0.66913811261438427
contact,0.66961581493214806
correspond,0.67239631355009888
secure,0.67601262128351658
strip,0.67724717886910923
flexible,0.67960840462205085
decorative,0.6819409849640593
comprise,0.68255140481206544
durable,0.68301060766625465
portion,0.68503786075128137
wound,0.68863983298690212
improvement,0.68864357413060184
resistant,0.69089501779573359
separate,0.69441200769580413
finish,0.71303015681321336
extend,0.71423800091215095
additional,0.71448101268018938
roll,0.72248095064170148
film,0.72415600888600884
method,0.72658200047147881
upper,0.729600409631881
flat,0.73353319128764294
fit,0.73615339801839852
total,0.7363357142246415
mention,0.73657500620312821
claim,0.73790665934177258
clear,0.74520162304208437
sheet,0.75357628452807968
edge,0.75913184463474936
layer,0.76063629598534499
entire,0.76568075632366384
include,0.76997682329302097
uniform,0.77164476971650819
region,0.77174795689621023
material,0.78018475940811194
single,0.78260031929358187
press,0.78488266158597964
within,0.7849030205644254
surface,0.78766982661014162
create,0.78937528156979153
cover,0.7904821549817922
plastic,0.79114616221941148
line,0.79939939429418461
place,0.79941964284085576
meet,0.80334670813414344
least,0.8043135315622687
form,0.80715703052778942
cut,0.8092746857012062
improve,0.80971763249482798
second,0.8147830469735724
close,0.81593382233272849
step,0.81925595307437771
low,0.82288703664203644
onto,0.82321653878363865
first,0.82607049458390092
thin,0.83618849327955058
amount,0.83831859346281734
floor,0.83845243126679081
top,0.84199162163390873
side,0.84295451345674444
one,0.84607770856170739
away,0.85090013216830995
provide,0.86167690493110327
face,0.86666570270865351
out,0.86779891845428581
end,0.87442448977292764
two,0.8777045458312408
back,0.88503096707429341
wear,0.90242436778278212
