ram,0.3342284429157808
accord,0.43747429793653198
digital,0.48166024144609287
regularly,0.5256651072998294
viewer,0.5380625316474511
via,0.54740646386747038
remote,0.56692948071322091
convert,0.57506385834475904
properly,0.5761781528442147
code,0.61276452982721263
medium,0.61832356693705459
direct,0.61965651934386723
format,0.62349690673950242
scheduled,0.62379628243808982
date,0.6367990973725528
comprise,0.64581088217293747
advertise,0.64593522203971065
intersection,0.6473383744584903
interval,0.64905418352584732
select,0.655167939142412
instruction,0.66070380128378181
channel,0.66312496549155853
central,0.67207704249003919
subject,0.68249286941003273
regard,0.68284400214801311
generate,0.68818695437417976
may,0.69713217651247805
desire,0.69785599854605607
station,0.69810193483558225
frequency,0.69859649917265065
link,0.699717126367843
output,0.70355791938677503
display,0.7045613835234511
signal,0.70662522116846294
picture,0.70686069841627686
permit,0.70750980640258876
memory,0.71008403931132469
direction,0.71326316794869005
telecommunication,0.71438463179969192
view,0.7191812855265256
full,0.72174042163034458
claim,0.72529809653822364
video,0.72684518302250356
mix,0.72712485864292542
search,0.72739621786938058
electronic,0.72817963436325983
schedule,0.73191578009011238
consist,0.73453445189049571
include,0.73918047470135406
contain,0.7416835642678179
upon,0.74441635034440101
section,0.74705728321609455
store,0.75189861631555321
maintain,0.7536561273864063
matter,0.75540509517084631
base,0.75796715042378149
screen,0.76433414033525171
data,0.77236933720526924
mean,0.77281223155993439
record,0.77593790767403903
control,0.78231434763818142
system,0.78248831960187926
perform,0.78537156183842383
power,0.78681581731903238
radio,0.78879150632675543
least,0.79271274871394815
air,0.79351734881500224
give,0.79436062180544609
computer,0.7970430984656296
name,0.79794772139067782
information,0.79937904868261045
receive,0.80085625025660967
program,0.80388620520804022
window,0.80454936945263289
send,0.80548644820108439
result,0.81068324017809013
television,0.816330312502901
group,0.81697374679891444
provide,0.82957287595762264
sound,0.84039419486193701
one,0.84449083100151612
day,0.84449574378409054
time,0.85327103046559738
two,0.87451291531019693
say,0.88078265710446213
