user,0.47888215168034703
adapt,0.5091696041856274
transmit,0.51991648362982812
via,0.54740646386747038
listing,0.55645471720487072
remote,0.56692948071322091
convert,0.57506385834475904
transfer,0.58713171835726474
correspond,0.63981239307195337
comprise,0.64581088217293747
select,0.655167939142412
channel,0.66312496549155853
duration,0.671664757937531
sequence,0.67629882814795461
bus,0.68932991603574756
command,0.69424304793957547
directly,0.69880387575529734
device,0.70727641297109867
title,0.70774142440215237
claim,0.72529809653822364
schedule,0.73191578009011238
include,0.73918047470135406
response,0.74039229036884191
contain,0.7416835642678179
upon,0.74441635034440101
store,0.75189861631555321
base,0.75796715042378149
set,0.76616975098681472
data,0.77236933720526924
event,0.77359765054730356
record,0.77593790767403903
control,0.78231434763818142
method,0.78797954803543646
information,0.79937904868261045
program,0.80388620520804022
start,0.80427556777876941
step,0.81239917918130256
television,0.816330312502901
one,0.84449083100151612
end,0.84774715642784504
use,0.84845457388487122
time,0.85327103046559738
say,0.88078265710446213
